Epoch	Start	End	Bits	SHA256_hex	Chain_hex
142	290816	292864	2048	27ea921df6fbff0aa5d912fb59383878816ac8a2b0702138a7f4619baa40dc8e	d29f9feb5207cca52d7c1eefe5814647a983a8f04f7b4c755bf4fa89ff48369b
143	292864	294912	2048	6ff6ef111743e7ee9831369f952b7668fbc96ccb8fa7e3d171b352513f5c8300	8ce35c61dfdac12e994aa13fdb3a7bb60df882d23b6245f371d5db3751c7150a
144	294912	296960	2048	f4eaa1dbea125e19d37308ee28a4c6513a63b0253953fa31036c0c0dd19d7598	e888aa294cad87b1514564ac8d9a1ce0c17e3b20d84c95fa8ff8b31c1f9e23f2
145	296960	299008	2048	83300ad3d5d1ababd369b93e953ddbc96a7854a03f2f57210f7cf8fc3f33196e	8a399506b4f23ad05305d3ce0ba10af5826d2aa8e917e53578c4f50ebeb98048
146	299008	301056	2048	8d9017c5414ef1dc131c1d1ba57a42494428e4db320a1c011f88664210851377	09105e584f9f0ec1c15364590ea3ada00eae501492e1f85e7aab33d10801a19f
147	301056	303104	2048	93b052ed75f30536f9c2f148975236a7d3d6dbed2222c5260d20d1567c9f11f9	88c8ed1b38a176a6d9fc9b6d1fda07645b3824b64e8e7d131eeafd669c41f748
148	303104	305152	2048	a23b77e602cd14e2ec898b17034c7d7a9ffd21ac0f95b982d1ebb38582fdafb3	3c7aa0282ef2b3acf96017c9ce836b629bedb40f3562fd07d1d07bf7ecf2a5f1
149	305152	307200	2048	6dd03013d8c3425cc3763677f88becb2ad24557d3b1cce7ac15bf96070dcdee2	74d974ba1544034a7fb2193801f0965f1de43e2563f98056c125d5ecf3bff8a4
150	307200	309248	2048	1b7291ff385e8531c8004de45a02fedfae1a08fad9954127bd0eaf7645d4abb9	446332d81003d46543491586c9993e9cc002ef0a0e8ebfdea4d4c6957168e933
151	309248	311296	2048	8135b914b2fc4dd527ceea0b845fbbedef370230b9f802c0813474c922367e79	4e6b972abc668e45c1c238760fd34465af34e29547af497c30680884817b69b5
152	311296	313344	2048	9e67855cab536d2529928894fa34613ef948d733aa40ffb6229e35c6be79c346	248e9d55b2e4c68a04bde328963650190dffc6ea453e7c7bcf167b8a59d85f2a
153	313344	315392	2048	8ce166de0e2ec2a2fdbd0cb4345e385ff7bd694bf7f4c7ce5fa3c7b0e0f39008	5e0e3d691a31efe4e75a1ee76bc15b59c72fda7567caa51a480bc9ea80422d1b
154	315392	317440	2048	654054efc80c8d2aa9bd8027db792518cf51a18d397172ece5395e281e2c04d5	122942f2ca39acd0c3e793b603dfdc3585ef6f1a67dfc4624630aaeca5b68732
155	317440	319488	2048	75690a14a90a34cb28597989e70eb79e634142a6e9edaa98419de90dc6eaae12	59ae330d7c74fcfb8414bd6f125b9e02b25a1e4c02729ca165c9cd70a0a736c9
156	319488	321536	2048	f83318ef3a161f27498977a30d0f6bf9e2eb0ad2d4a27ff59cf1d11f8f727348	f0d0e1d5c195b967af00637fac5887a05608b624a95bcc76f6593f11e6aa4eba
157	321536	323584	2048	99a039101e3d4022f9b9700fdcb8ffa7897b3527ba1dea4a8bf428bf6ca8df51	390196aa05b078ddc355932a6abebb16741695cbedd8c44b062ce131b329a825
158	323584	325632	2048	5069150f7338479fbe55e4e39f6fd13882edc0f2477fd47229a48489e447f2e9	867eaf76f15d63363458c0de94fccc79bd604497e3d157d3a06c21e579cd0bd1
159	325632	327680	2048	33f3b59b777f710f63650ea7bcf3c70cd8e42bc57fa3376475c517ffa0aa63a7	b7b0c7f3032797a1f80670d34b918036f56cdf951666bd12a5918d4c24a577f9
160	327680	329728	2048	048d7b0ac514f630ef560be6134cb7d176264138960727e87b2cb525e9ea268e	6032d4279938fcfdafd24f518b05da7cc150c66500562c84c9f516638c8b1765
161	329728	331776	2048	f9eebed358e7ad2d6b5781ad6edf33fd7dfbc62d3282b8796d3c92d58f846eb5	3651916906a8bfdf4b7821e8ca5cc3ddc4f159312bd19d9ce3ce1d997a64bce5
162	331776	333824	2048	0e9d8dc8f3c2a34528bf82656024a2faf61e731a707311b187b2ec16ed2c5df1	543cbf327601ececf91efb8d848cc198579f852eb500faa90cd69ce31f84f0b2
163	333824	335872	2048	8aecb31d4e179be3e0ed129a7583d353c7a1940c69a009c2c64a5ac84bfb7180	f211d522c516ac2c403a1462d43a631af6429ded40744a34510448c6af21299b
164	335872	337920	2048	93b27e1f21bec9e008662494c1aab164d03a05ca6e2baead24910d68062b65bd	9f13d2dc0a737bce60e027772acee0e751965a19a5c70589b2c0126da33e3df8
165	337920	339968	2048	a11bb1741e2ba0879b91c6f9d5d746afb80552b0aa040f3d58c12e4061106ecb	8a8df3f2c4211fa71ea4d1631f065c5188e6b5e0e019b18e42029ec97d786a37
166	339968	342016	2048	6839df1bd79d0f9ca75eac8fde3fb96599186f60b7ad66762a741fc8605c8568	cae40c04a92da88689420696ec69564f81f1e6376cccb55415cebd170b7f4840
167	342016	344064	2048	3ab0d2e649708e4b82a69c2c93aa3cedf1c076f1e6c42671922349d2eed1c975	811daae7c188102cdc7df48107ef1d474c3603824273e73fcda5fd40e49a9b7c
168	344064	346112	2048	e86e7222c06fa189a324d916a345aeaa49de2e876a07eb5c28ea96cddab65aa4	07ceafd841b4de32200a58a2af2be5d261cda4f75ae0bc5fac89c10944c27419
169	346112	348160	2048	f1afb381c816ae0d2d9efc907137b7e741f970e259b1e49af74aafac5e254b2d	901d9c20fc62056b8163d85a71cce82ec9eec1da71c5d85ade41e48334aaa779
170	348160	350208	2048	8e340a83fcadfa6629b1dc537d1061482553806da52b5e535fd8148a1ebbdec9	5657f0b348cae13dcc9133ee7c01fb8197c64bb4d8fe43a325a94b33aca7227b
171	350208	352256	2048	cc5587571e43305ae91a968f3c7c6f842a94b6f28d5c27944815e56d3d1be6e7	b003d6ece24cc7dba4db9612b509e6e05f13fadd4239f557dfe8b3fb135db994
172	352256	354304	2048	56b1683a60955fc607eb1d85c7372a1dba5d91986dcd73ed82b7e0be23964295	ea6cd975741a58315facdabd0af79642db02c25f3cf8f39c39cbd196b8c7ecf2
173	354304	356352	2048	c8e40879601de9c6272556b1717d86dd3530f5405175f73937339ba27c4a5506	4511cfcec065593b872b1421385d218fc775ec77e9efbf49b8510863ecc0f361
174	356352	358400	2048	d2c575d8742cef5c0f63baed883280b358e2d3df9e07622d2519f227482e39ec	7ce801bf8c49f290704918fa3489dec7a15046cfa5c5a733c7b87da76ae336fa
175	358400	360448	2048	7531e66d87fcbc0c72156f543f31c376f7d97a872748c28876a5c579001183aa	ef01aed733056515eebfeba92f0a745140e58762b4f4e0650e644320a04f3e21
176	360448	362496	2048	c0f602a43ef00cda8aef4ee051122dbe5463b1c0a4b6ac21a9d31daeb433efc0	6950e0b137a863b592d2e7013e1a0e2275d4834aa488d8d12e6e646d1d3b92db
177	362496	364544	2048	91b12881cf10e4eac7dd5e411a2dd78fce52debbe240536b50cd29a46824e982	c2e716a8fd0f6b8dc2feb15c9ad68933566aa93a1985894757eb72a348968e82
178	364544	366592	2048	92e1ef3f424e3fae4b6f99ee58d25251206488f5f69f1972a771a19cf66db209	dee8a923d9dd4229657ccb950fad5875ca18b64cf311e63a5c748d04499f41dd
179	366592	368640	2048	ae2c1d3e703d556a2f53464213244aabae5f80d9498ede2394dc2b6a1b3f155c	8b6aa6c8d9d45b4825d978284d49a42f59b0e726cc6e5e89f1ff0421985fda00
180	368640	370688	2048	960442b5e06e0592449a9bac279450c907eae20a283f5ccc014186be82d146bc	5ba87868c362ab5f3cba206ca1025a4ae0ef6ac5e4290aa6fd5098998325ccd4
181	370688	372736	2048	4be329181f8ae09069ca5c7f7bbd4008e89b73386623579afb4674f6a937e542	30324a162347ccc667ea2fd11141a1eb833b4792f53362d93bb45770583329a1
182	372736	374784	2048	764c922e7e6220097deed9a6046bf8a766b6144764e51b07799ac1f665d41ed1	05322d038eaa971a53b219e57e56aec74f8120299486c3f5ebcbf9e5c6bab0b1
183	374784	376832	2048	25666b0ceea04563d3b2df9fe1707cc92ef44e49802c32516c051ad791f26a8c	f2d549259b3762cd7598b468b02d19816297ec255745461e5fb76244ac2a9c43
184	376832	378880	2048	a1721fe217f6cb375e849f8a16ec76ca5ce8a66670e945f2ef336571be8f2fcc	90ada82c4fc2a2d7651ee87411b1272b77b82ce471869f5b8c09673d99cdcf18
185	378880	380928	2048	51eceeb391feaf534d5f2035ef01e3afaf5422c3c3badb59350ba4f5e88522f8	3a36f4aaf2e4ff48b454d051bd39d58c9f75fcac504c6aa9b196986a38872a6c
186	380928	382976	2048	377d449f648c483ab854b2c0774be93b69db734bd34cf20a99f218620091a64a	34064309396d8e4f1e8ad0650894ca6d40f202d78292e2d6db9d815d6e2ee132
187	382976	385024	2048	caa857c420c5f610ce3a31191dde2918b87f19550b769ead5a23d6c902b93c01	3d71d6615360cfc8587870de34f45d153e33febe09ecae0088f85d0b7544d9d0
188	385024	387072	2048	ba48f98182aa8dd06be28df169c8435729d5b900c9c8eb2097e89b0b88dbe733	e2b13da630f71da0ea83049924eaad02eb0ebf57ed30b16375837f58be25c90d
189	387072	389120	2048	6431f065f80d3211ac552f9aac3bddcacd9535e91c522087db62aafb4cbf62cc	617ab5cc01f45ca83f3596ffa6f8cb2a204acdd12e3daf07b2f3ab060cb433f4
190	389120	391168	2048	9cc3fd35983a31d66b7e09189944ed88abc8479e0dc0f9892425041432de3c4e	114c4a9113d811a486ed41ae11d90081a70713dc537e40b397a201050081f2b1
191	391168	393216	2048	3eacc8286aa37b7317b919e2ee7e63abd91c225f2cb6141dbec7f89d7969b48f	b3a9948c9e69d1a625cad08195d5856df77fa3695a74bd1df5e2d545d0cf07c6
192	393216	395264	2048	e3601adbc76dc93d9195003a7f9a141cfabc400b3add3ebf86022a7a89e49b75	ee92c6d036e0d905d578bfd380abd93991c0cf690571d82dbe100e786c2421ca
193	395264	397312	2048	603b15f2fc1cb1f1934bd933f08cf71460556ca272a195d548454a7a713e1e9b	65dff466cfb25242bfce9d896229a875414b6c5ed7d3a638ff220dab3bfa7a4a
194	397312	399360	2048	0f3f45df3b789775ce50eb129078696a59175b959ba02103618e58ea73b7eebd	a498ded9dacd80c1ae3045519f979a1cc3f1e375c899c20ff06e2601b50a7d5d
